group,chem,dose,replicate,gene
Aromatic Amine,o-Anisidine,(0.85,s5,SEMA6D
Drug Therapy,Bleomycin,(0.188,s2,SEMA6D
Nitro-PAH,"1,8-DNP",(8,s2,SEMA6D
Nitro-PAH,6-Nitrochrysene,(12.5,s2,SEMA6D
Radiation,SSR,(1.25,s6,SEMA6D
Other,MX,(7,s2,SEMA6D
Nitro-PAH,6-Nitrochrysene,(12.5,s3,SEMA6D
Other,Glycidamide,(475,s2,SEMA6D
Other,Propylene,oxide,s3,SEMA6D
Other,MX,(7,s2,SEMA6D
Other,MX,(7,s2,SEMA6D
PAH,DBADE,(0.109,s5,SEMA6D
PAH,DBADE,(0.109,s5,SEMA6D
Other,OTA,(0.08,s2,SEMA6D
Aldehydes,Formaldehyde,(120,s3,SEMA6D
Alkylating Agent,ENU,(400,s3,RP11-198M11.2
PAH,DBA,(75,s1,RP11-198M11.2
Nitro-PAH,6-Nitrochrysene,(50,s1,RP11-198M11.2
ROS/NOS,Potassium,bromate,s1,RP11-198M11.2
Alkylating Agent,ENU,(400,s3,RP11-198M11.2
Drug Therapy,Melphalan,(1.5,s3,RP11-198M11.2
PAH,BPDE,(0.125,s1,RP11-198M11.2
Alkylating Agent,DMH,(11.6,s1,RP11-208K4.1
PAH,BaP,(0.39,s2,RP11-208K4.1
Drug Therapy,Carboplatin,(5,s2,RP11-208K4.1
PAH,DBA,(75,s2,RP11-208K4.1
PAH,DBADE,(0.109,s6,RP11-208K4.1
Other,AAI,(1.25,s2,RP11-208K4.1
Nitro-PAH,"1,8-DNP",(8,s1,RP11-208K4.1
Nitro-PAH,6-Nitrochrysene,(0.78,s1,RP11-208K4.1
Drug Therapy,Cisplatin,(12.5,s1,RP11-208K4.1
Nitro-PAH,6-Nitrochrysene,(12.5,s3,RP11-208K4.1
Other,AAI,(1.25,s1,RP11-208K4.1
PAH,DBPDE,(0.000156,s1,RP11-208K4.1
Nitro-PAH,"1,8-DNP",(8,s1,RP11-208K4.1
Drug Therapy,Ellipticine,(0.625,s1,RP11-208K4.1
Metal,Lead,(II),s3,RP11-208K4.1
Other,AFB1,(0.25,s1,SLC24A5
Other,Propylene,oxide,s1,SLC12A1
Radiation,Gamma,irradiation,s2,SLC12A1
Metal,Lead,(II),s1,SLC12A1
Other,AFB1,(0.25,s1,SLC12A1
Drug Therapy,Temozolomide,(200,s1,SLC12A1
Drug Therapy,Ellipticine,(0.125,s5,SLC12A1
PAH,DBA,(75,s2,SLC12A1
Alkylating Agent,MNU,(350,s2,SLC12A1
Drug Therapy,Temozolomide,(200,s1,SLC12A1
Control,MeOH,Control,s2,SLC12A1
Nitro-PAH,6-Nitrochrysene,(0.78,s2,DUT
Control,DMSO,Control,s2,DUT
Other,Propylene,oxide,s1,DUT
PAH,DBPDE,(0.000625,s3,FBN1
Alkylating Agent,MMS,(100,s3,FBN1
PAH,BaP,(2,s3,FBN1
Drug Therapy,Semustine,(700,s3,FBN1
Heterocyclic Amine,IQ,(450,s2,FBN1
Alkylating Agent,MNU,(350,s1,FBN1
Nitro-PAH,6-Nitrochrysene,(50,s1,FBN1
Alkylating Agent,ENU,(400,s1,FBN1
Other,Methyleugenol,(1.9,s3,FBN1
Aromatic Amine,MOCA,(37.5,s3,FBN1
PAH,BPDE,(0.125,s1,FBN1
Alkylating Agent,ENU,(400,s1,FBN1
Drug Therapy,Cisplatin,(12.5,s1,FBN1
PAH,DBADE,(0.109,s6,FBN1
Heterocyclic Amine,PhIP,(3,s2,RP11-227D13.4
Aromatic Amine,2-Naphthylamine,(400,s1,CEP152
PAH,5-Methylchrysene,(1.6,s3,SHC4
Alkylating Agent,DES,(0.938,s3,SHC4
PAH,BPDE,(0.125,s3,SHC4
PAH,DBADE,(0.0313,s1,SHC4
PAH,DBA,(75,s2,SHC4
Nitro-PAH,1-Nitropyrene,(1.75,s1,SHC4
Nitro-PAH,6-Nitrochrysene,(50,s1,SHC4
PAH,DBADE,(0.109,s1,SHC4
Nitro-PAH,6-Nitrochrysene,(50,s2,SHC4
PAH,DBADE,(0.0313,s1,SHC4
Aromatic Amine,MOCA,(5,s2,SHC4
PAH,DBADE,(0.109,s5,SHC4
Nitro-PAH,"1,8-DNP",(0.125,s2,SECISBP2L
Nitro-PAH,"1,8-DNP",(8,s1,SECISBP2L
Nitro-PAH,6-Nitrochrysene,(50,s2,SECISBP2L
Nitro-PAH,6-Nitrochrysene,(0.78,s1,GALK2
Radiation,SSR,(1.25,s4,GALK2
Nitro-PAH,6-Nitrochrysene,(12.5,s2,GALK2
Alkylating Agent,DES,(0.938,s3,GALK2
Drug Therapy,Temozolomide,(200,s3,GALK2
Other,Methyleugenol,(1.9,s2,FAM227B
PAH,5-Methylchrysene,(1.6,s2,FAM227B
Drug Therapy,Cyclophosphamide,(18.75,s1,FAM227B
Nitro-PAH,2-Nitrofluorene,(40,s2,FAM227B
Alkylating Agent,ENU,(400,s4,FAM227B
PAH,DBP,(0.0313,s3,FAM227B
PAH,DBA,(75,s1,FGF7
Other,Styrene,oxide,s5,FGF7
Alkylating Agent,DMH,(11.6,s2,FGF7
PAH,DBADE,(0.0313,s2,FGF7
Nitro-PAH,6-Nitrochrysene,(0.78,s1,FGF7
Nitro-PAH,3-NBA,(0.1,s2,FGF7
Metal,Sodium,(meta),s5,FAM227B
Alkylating Agent,MMS,(100,s3,FAM227B
Drug Therapy,Ellipticine,(0.375,s2,FAM227B
Aromatic Amine,2-Naphthylamine,(200,s3,FAM227B
Control,DMSO,Control,s1,DTWD1
Nitro-PAH,6-Nitrochrysene,(50,s1,DTWD1
PAH,DBADE,(0.0313,s1,ATP8B4
Nitro-PAH,6-Nitrochrysene,(50,s2,ATP8B4
Control,MeOH,Control,s1,ATP8B4
Aldehydes,Formaldehyde,(120,s3,ATP8B4
PAH,BaP,(2,s2,ATP8B4
PAH,BPDE,(0.125,s3,ATP8B4
PAH,DBC,(3.5,s2,ATP8B4
Heterocyclic Amine,PhIP,(4,s5,ATP8B4
Nitro-PAH,6-Nitrochrysene,(50,s2,ATP8B4
PAH,DBADE,(0.109,s5,ATP8B4
Nitro-PAH,6-Nitrochrysene,(50,s2,ATP8B4
Other,AAII,(37.5,s5,ATP8B4
Control,DMSO,Control,s1,ATP8B4
ROS/NOS,Potassium,bromate,s4,ATP8B4
Heterocyclic Amine,PhIP,(3,s4,ATP8B4
Other,AFB1,(0.25,s1,ATP8B4
Control,Media,Control,s2,ATP8B4
Aromatic Amine,Benzidine,(200,s1,ATP8B4
Aromatic Amine,MOCA,(37.5,s3,ATP8B4
Alkylating Agent,MNU,(350,s3,ATP8B4
PAH,5-Methylchrysene,(1.6,s3,SLC27A2
Alkylating Agent,MMS,(100,s1,SLC27A2
Alkylating Agent,DMH,(11.6,s2,SLC27A2
PAH,DBP,(0.0039,s4,SLC27A2
Drug Therapy,Temozolomide,(200,s1,SLC27A2
PAH,DBA,(75,s2,HDC
Nitro-PAH,6-Nitrochrysene,(12.5,s1,HDC
Radiation,SSR,(1.25,s5,GABPB1
Nitro-PAH,2-Nitrofluorene,(40,s2,GABPB1
PAH,5-Methylchrysene,(1.6,s2,GABPB1
PAH,DBADE,(0.109,s1,GABPB1
Nitro-PAH,2-Nitrofluorene,(40,s2,USP8
Nitro-PAH,6-Nitrochrysene,(50,s2,USP50
ROS/NOS,Potassium,bromate,s4,USP50
Aromatic Amine,o-Anisidine,(6,s1,USP50
PAH,5-Methylchrysene,(1.6,s2,TRPM7
Other,AAII,(37.5,s6,TRPM7
Other,AAI,(1.25,s1,TRPM7
PAH,DBP,(0.0313,s1,TRPM7
Nitro-PAH,6-Nitrochrysene,(50,s2,SPPL2A
Control,H2O,Control,s1,SPPL2A
Drug Therapy,Ellipticine,(0.25,s1,SPPL2A
Other,AAI,(1.25,s2,SPPL2A
PAH,BPDE,(0.125,s3,SPPL2A
Nitro-PAH,6-Nitrochrysene,(50,s2,AP4E1
Nitro-PAH,"1,6-DNP",(0.09,s1,AP4E1
Alkylating Agent,DMS,(0.078,s2,AP4E1
Other,Glycidamide,(475,s2,AP4E1
Nitro-PAH,6-Nitrochrysene,(0.78,s5,AP4E1
Other,Styrene,oxide,s4,AP4E1
Nitro-PAH,6-Nitrochrysene,(12.5,s1,RP11-108K3.1
Nitro-PAH,6-Nitrochrysene,(50,s1,TNFAIP8L3
Nitrosamine,N-Nitrosopyrrolidine,(50,s1,TNFAIP8L3
Alkylating Agent,ENU,(400,s3,TNFAIP8L3
Nitro-PAH,6-Nitrochrysene,(50,s2,TNFAIP8L3
PAH,BPDE,(0.125,s1,TNFAIP8L3
PAH,BPDE,(0.125,s2,RP11-108K3.1
Other,AAI,(1.25,s3,RP11-108K3.1
Drug Therapy,Temozolomide,(200,s3,RP11-108K3.1
Other,AAII,(37.5,s6,RP11-108K3.1
Nitro-PAH,3-NBA,(0.1,s4,CYP19A1
PAH,DBAC,(5,s3,CYP19A1
Nitro-PAH,6-Nitrochrysene,(50,s2,CYP19A1
Radiation,Gamma,irradiation,s2,CYP19A1
Aromatic Amine,2-Naphthylamine,(200,s5,CYP19A1
ROS/NOS,Potassium,bromate,s4,CYP19A1
Drug Therapy,Temozolomide,(200,s2,CYP19A1
Drug Therapy,Semustine,(700,s1,CYP19A1
Other,Acrylamide,(9.5,s2,CYP19A1
Radiation,SSR,(1.25,s4,CYP19A1
Aldehydes,Formaldehyde,(120,s3,CYP19A1
PAH,DBADE,(0.0313,s2,GLDN
Drug Therapy,Etoposide,(0.0188,s1,GLDN
Heterocyclic Amine,MeAaC,(70,s2,GLDN
PAH,DBADE,(0.109,s5,GLDN
PAH,DBA,(75,s2,DMXL2
Other,AAI,(1.25,s2,DMXL2
Nitro-PAH,3-NBA,(0.025,s2,DMXL2
PAH,DBPDE,(0.000625,s3,DMXL2
PAH,DBPDE,(0.000156,s1,DMXL2
PAH,DBPDE,(0.000156,s1,DMXL2
Radiation,SSR,(1.25,s4,DMXL2
ROS/NOS,Potassium,bromate,s3,DMXL2
PAH,BPDE,(0.125,s3,DMXL2
Drug Therapy,Cisplatin,(12.5,s1,DMXL2
Metal,Lead,(II),s3,DMXL2
Drug Therapy,Ellipticine,(0.375,s3,DMXL2
Alkylating Agent,MMS,(100,s1,DMXL2
PAH,DBADE,(0.109,s1,DMXL2
PAH,5-Methylchrysene,(1.6,s3,DMXL2
Other,Methyleugenol,(1.25,s2,DMXL2
Alkylating Agent,DMH,(11.6,s3,SCG3
Metal,Cadmium,chloride,s2,SCG3
Nitro-PAH,6-Nitrochrysene,(0.78,s2,SCG3
Nitrosamine,N-Nitrosopyrrolidine,(50,s1,LYSMD2
Other,AAI,(1.25,s2,TMOD2
Nitro-PAH,6-Nitrochrysene,(0.78,s5,TMOD2
Other,Methyleugenol,(1.9,s3,TMOD2
PAH,DBPDE,(0.000625,s1,TMOD2
Alkylating Agent,DES,(0.938,s2,TMOD3
Aromatic Amine,o-Anisidine,(6,s1,TMOD3
Alkylating Agent,ENU,(400,s3,LEO1
Nitro-PAH,6-Nitrochrysene,(50,s2,LEO1
Alkylating Agent,MMS,(100,s1,MAPK6
PAH,DBADE,(0.0313,s2,MAPK6
Drug Therapy,Cisplatin,(3.125,s4,BCL2L10
Nitro-PAH,"1,8-DNP",(8,s1,GNB5
Heterocyclic Amine,PhIP,(4,s5,GNB5
Nitro-PAH,6-Nitrochrysene,(12.5,s3,GNB5
ROS/NOS,Potassium,bromate,s3,GNB5
PAH,DBADE,(0.109,s1,GNB5
Heterocyclic Amine,PhIP,(3,s2,MYO5C
PAH,BPDE,(0.125,s1,MYO5C
Control,DMSO,Control,s2,MYO5C
PAH,DBC,(1.5,s2,MYO5C
Other,AFB1,(0.25,s2,MYO5C
Aromatic Amine,o-Anisidine,(6,s1,MYO5C
PAH,DBADE,(0.109,s6,MYO5C
Drug Therapy,Olaparib,(0.625,s3,MYO5C
Nitro-PAH,"1,8-DNP",(8,s1,MYO5C
Aromatic Amine,2-Naphthylamine,(200,s5,MYO5C
PAH,DBPDE,(0.000156,s1,MYO5A
PAH,5-Methylchrysene,(1.6,s2,MYO5A
Aromatic Amine,MOCA,(37.5,s3,MYO5A
PAH,DBPDE,(0.000156,s3,MYO5A
Drug Therapy,Cisplatin,(3.125,s6,MYO5A
Control,Media,Control,s2,MYO5A
Aldehydes,Formaldehyde,(120,s1,MYO5A
Nitro-PAH,"1,8-DNP",(8,s1,MYO5A
Other,AFB1,(0.25,s2,ARPP19
PAH,5-Methylchrysene,(1.6,s2,ARPP19
Alkylating Agent,DMH,(11.6,s2,ARPP19
PAH,DBA,(75,s1,FAM214A
ROS/NOS,Potassium,bromate,s3,FAM214A
Aromatic Amine,o-Anisidine,(6,s1,RP11-209E8.1
Other,Sudan,I,s1,RP11-209E8.1
Nitro-PAH,1-Nitropyrene,(1.75,s2,WDR72
Other,MX,(7,s4,WDR72
Other,Methyleugenol,(1.25,s3,WDR72
ROS/NOS,Peroxynitrite,(30,s1,WDR72
Nitro-PAH,6-Nitrochrysene,(12.5,s3,WDR72
Other,MX,(7,s4,WDR72
Drug Therapy,Ellipticine,(0.375,s2,WDR72
Control,Media,Control,s3,WDR72
Radiation,SSR,(1.25,s6,WDR72
Drug Therapy,Semustine,(150,s1,WDR72
PAH,DBAC,(5,s2,WDR72
Metal,Potassium,chromate,s2,WDR72
Nitro-PAH,6-Nitrochrysene,(0.78,s5,WDR72
Other,AAI,(1.25,s1,WDR72
Control,H2O,Control,s2,WDR72
ROS/NOS,Potassium,bromate,s5,WDR72
Nitro-PAH,3-NBA,(0.025,s3,WDR72
Nitro-PAH,3-NBA,(0.1,s4,WDR72
Control,MeOH,Control,s1,WDR72
Control,MeOH,Control,s2,WDR72
Other,Glycidamide,(475,s2,WDR72
PAH,BPDE,(0.125,s1,WDR72
Other,MX,(7,s2,WDR72
PAH,BPDE,(0.125,s2,WDR72
PAH,DBA,(75,s1,RP11-643A5.2
Other,Propylene,oxide,s3,RP11-643A5.2
Nitro-PAH,3-NBA,(0.1,s3,UNC13C
Other,Furan,(100,s3,UNC13C
Heterocyclic Amine,PhIP,(4,s4,UNC13C
Aromatic Amine,2-Naphthylamine,(200,s5,UNC13C
Metal,Cobalt,(II),s5,UNC13C
PAH,5-Methylchrysene,(1.6,s3,UNC13C
Drug Therapy,Temozolomide,(200,s2,UNC13C
PAH,DBPDE,(0.000625,s1,UNC13C
PAH,BPDE,(0.125,s2,UNC13C
PAH,BPDE,(0.125,s2,UNC13C
Nitro-PAH,6-Nitrochrysene,(12.5,s1,UNC13C
PAH,BPDE,(0.125,s2,UNC13C
Other,AAII,(37.5,s4,UNC13C
Aromatic Amine,Benzidine,(200,s1,UNC13C
Alkylating Agent,DES,(0.938,s1,UNC13C
Alkylating Agent,MNNG,(0.75,s3,UNC13C
Nitro-PAH,6-Nitrochrysene,(0.78,s1,UNC13C
PAH,DBADE,(0.109,s6,UNC13C
Drug Therapy,Cisplatin,(12.5,s1,UNC13C
Nitro-PAH,6-Nitrochrysene,(50,s2,UNC13C
Other,AAII,(37.5,s4,UNC13C
Heterocyclic Amine,PhIP,(3,s3,UNC13C
Other,MX,(7,s2,UNC13C
PAH,DBAC,(5,s3,UNC13C
PAH,DBADE,(0.109,s6,UNC13C
ROS/NOS,Potassium,bromate,s3,UNC13C
Aromatic Amine,o-Anisidine,(0.85,s1,UNC13C
Nitro-PAH,6-Nitrochrysene,(50,s1,UNC13C
Alkylating Agent,DMH,(11.6,s3,UNC13C
Aromatic Amine,4-ABP,(40,s2,UNC13C
Drug Therapy,Temozolomide,(200,s2,UNC13C
Aromatic Amine,Benzidine,(200,s1,UNC13C
Metal,Sodium,(meta),s3,UNC13C
Nitro-PAH,6-Nitrochrysene,(0.78,s5,UNC13C
Heterocyclic Amine,MeIQX,(300,s3,UNC13C
PAH,BPDE,(0.125,s3,UNC13C
Other,AAI,(1.25,s1,UNC13C
PAH,DBADE,(0.109,s1,UNC13C
PAH,DBADE,(0.109,s1,UNC13C
Aromatic Amine,o-Anisidine,(0.85,s5,UNC13C
Nitro-PAH,3-NBA,(0.1,s3,UNC13C
ROS/NOS,Potassium,bromate,s3,UNC13C
Aldehydes,Formaldehyde,(85.5,s1,UNC13C
PAH,5-Methylchrysene,(1.6,s1,UNC13C
Nitro-PAH,3-NBA,(0.025,s1,UNC13C
PAH,DBADE,(0.109,s5,UNC13C
Nitro-PAH,6-Nitrochrysene,(12.5,s3,UNC13C
Other,Propylene,oxide,s3,UNC13C
Alkylating Agent,ENU,(400,s3,UNC13C
Drug Therapy,Temozolomide,(200,s2,UNC13C
Other,AAI,(1.25,s2,UNC13C
Nitro-PAH,6-Nitrochrysene,(50,s1,UNC13C
Aromatic Amine,o-Anisidine,(0.85,s1,UNC13C
Drug Therapy,Temozolomide,(200,s2,RP11-548M13.1
PAH,DBADE,(0.109,s1,RP11-548M13.1
PAH,5-Methylchrysene,(1.6,s1,RP11-548M13.1
Alkylating Agent,DMH,(11.6,s3,RP11-548M13.1
Nitro-PAH,6-Nitrochrysene,(0.78,s1,RP11-548M13.1
Alkylating Agent,DES,(0.938,s1,RP11-548M13.1
PAH,DBC,(1.5,s1,RAB27A
Alkylating Agent,ENU,(400,s3,RAB27A
Control,DMSO,Control,s6,RAB27A
Control,Media,Control,s2,RAB27A
Nitro-PAH,3-NBA,(0.1,s2,RAB27A
Aromatic Amine,MOCA,(5,s1,RAB27A
Control,H2O,Control,s2,RAB27A
PAH,DBADE,(0.109,s6,PIGB
Other,AAI,(1.25,s2,PIGB
Other,AAI,(1.25,s1,CCPG1
Aromatic Amine,2-Naphthylamine,(200,s2,CCPG1
Drug Therapy,Cisplatin,(12.5,s1,CCPG1
Alkylating Agent,MNU,(350,s3,CCPG1
PAH,BaP,(0.39,s3,DYX1C1
Other,AAI,(1.25,s3,DYX1C1
Nitro-PAH,6-Nitrochrysene,(50,s2,DYX1C1
Alkylating Agent,DES,(0.938,s1,DYX1C1
Alkylating Agent,ENU,(400,s3,DYX1C1
Other,MX,(2.5,s1,PYGO1
Alkylating Agent,DES,(0.938,s3,PRTG
Other,Propylene,oxide,s1,PRTG
Other,MX,(2.5,s5,PRTG
Aromatic Amine,MOCA,(5,s1,PRTG
ROS/NOS,Potassium,bromate,s5,PRTG
Alkylating Agent,MMS,(100,s3,NEDD4
PAH,BPDE,(0.125,s3,NEDD4
Alkylating Agent,ENU,(400,s4,NEDD4
PAH,DBADE,(0.109,s5,NEDD4
Aromatic Amine,MOCA,(37.5,s2,NEDD4
Heterocyclic Amine,MeAaC,(70,s2,NEDD4
Control,DMSO,Control,s2,NEDD4
PAH,DBADE,(0.0313,s3,NEDD4
Other,Methyleugenol,(1.25,s2,RFX7
Heterocyclic Amine,PhIP,(3,s2,RFX7
Nitrosamine,N-Nitrosopyrrolidine,(50,s2,RFX7
PAH,DBADE,(0.0313,s3,RFX7
Nitro-PAH,2-Nitrofluorene,(40,s3,RFX7
Alkylating Agent,DMH,(11.6,s2,RFX7
DNA Damage Response Inhibitors,AZD7762,(1.625,s2,RFX7
Alkylating Agent,DMH,(11.6,s2,RFX7
Nitro-PAH,1-Nitropyrene,(1.75,s1,RFX7
PAH,5-Methylchrysene,(1.6,s3,RFX7
PAH,DBADE,(0.0313,s1,RFX7
Nitro-PAH,"1,8-DNP",(8,s1,RFX7
Alkylating Agent,DMS,(0.078,s2,TEX9
PAH,BPDE,(0.125,s3,TEX9
Drug Therapy,Mitomycin,C,s2,TEX9
PAH,DBADE,(0.109,s1,TEX9
Alkylating Agent,MNNG,(0.75,s3,TEX9
PAH,BPDE,(0.125,s3,TEX9
PAH,DBADE,(0.0313,s1,TEX9
Alkylating Agent,ENU,(400,s1,TEX9
PAH,DBADE,(0.0313,s2,TEX9
PAH,BPDE,(0.125,s3,TEX9
Metal,Lead,(II),s1,ZNF280D
Other,AAII,(37.5,s5,ZNF280D
PAH,DBADE,(0.109,s6,ZNF280D
Control,Media,Control,s4,ZNF280D
Nitro-PAH,"1,8-DNP",(8,s1,TCF12
PAH,BaP,(2,s3,TCF12
Nitro-PAH,"1,8-DNP",(8,s2,TCF12
Radiation,SSR,(1.25,s6,TCF12
Alkylating Agent,DMS,(0.078,s1,TCF12
Metal,Cobalt,(II),s1,TCF12
PAH,DBADE,(0.109,s6,TCF12
Nitro-PAH,6-Nitrochrysene,(50,s1,TCF12
PAH,5-Methylchrysene,(1.6,s1,TCF12
Other,Propylene,oxide,s1,TCF12
Other,Styrene,oxide,s5,TCF12
Other,AAI,(1.25,s3,LINC00926
Nitro-PAH,2-Nitrotoluene,(4.6,s1,LINC00926
Heterocyclic Amine,PhIP,(4,s3,LINC00926
PAH,DBADE,(0.109,s1,RP11-358M11.3
PAH,BPDE,(0.125,s3,RP11-358M11.3
Nitro-PAH,"1,6-DNP",(0.09,s1,CGNL1
Nitro-PAH,6-Nitrochrysene,(50,s1,CGNL1
Aromatic Amine,Benzidine,(900,s2,CGNL1
PAH,BaP,(2,s1,CGNL1
Other,AAI,(1.25,s3,CGNL1
PAH,DBA,(75,s2,CGNL1
Other,Methyleugenol,(1.25,s3,CGNL1
PAH,DBA,(75,s2,CGNL1
Nitrosamine,N-Nitrosopyrrolidine,(50,s1,CGNL1
ROS/NOS,Potassium,bromate,s3,CGNL1
PAH,BPDE,(0.125,s1,GCOM1
PAH,BPDE,(0.125,s3,GCOM1
Aromatic Amine,2-Naphthylamine,(400,s2,GCOM1
PAH,DBADE,(0.109,s1,GCOM1
Nitro-PAH,3-NBA,(0.025,s3,GCOM1
PAH,BPDE,(0.125,s2,GCOM1
Drug Therapy,Camptothecin,(0.0063,s2,GCOM1
Nitro-PAH,3-NBA,(0.1,s3,GCOM1
Radiation,SSR,(1.25,s4,GCOM1
Nitro-PAH,"1,8-DNP",(8,s3,GCOM1
PAH,BaP,(0.39,s1,GCOM1
Drug Therapy,Cisplatin,(12.5,s1,POLR2M
Alkylating Agent,MNNG,(0.75,s3,POLR2M
Alkylating Agent,ENU,(400,s3,POLR2M
PAH,DBADE,(0.109,s6,ALDH1A2
Drug Therapy,Cisplatin,(12.5,s2,ALDH1A2
Alkylating Agent,DES,(0.938,s3,ALDH1A2
Drug Therapy,Ellipticine,(0.375,s2,ALDH1A2
Other,Acrylamide,(9.5,s2,ALDH1A2
Nitro-PAH,"1,8-DNP",(8,s1,ALDH1A2
Aromatic Amine,4-ABP,(300,s1,ALDH1A2
Aromatic Amine,4-ABP,(300,s1,ALDH1A2
PAH,DBADE,(0.0313,s3,ALDH1A2
Nitro-PAH,"1,8-DNP",(8,s1,ALDH1A2
Aromatic Amine,"2,6-Dimethylaniline",(3.8,s2,ALDH1A2
Nitro-PAH,3-NBA,(0.1,s4,ALDH1A2
Other,AAII,(37.5,s4,ALDH1A2
Other,MX,(7,s1,AQP9
Other,Propylene,oxide,s1,AQP9
PAH,DBADE,(0.0313,s1,AQP9
Nitro-PAH,"1,8-DNP",(8,s2,ALDH1A2
PAH,DBADE,(0.0313,s1,ALDH1A2
PAH,BaP,(2,s1,ALDH1A2
Nitro-PAH,"1,8-DNP",(8,s3,ALDH1A2
PAH,DBADE,(0.109,s5,ALDH1A2
PAH,DBPDE,(0.000156,s2,ALDH1A2
Nitro-PAH,6-Nitrochrysene,(50,s1,ALDH1A2
PAH,DBPDE,(0.000156,s3,ALDH1A2
PAH,DBADE,(0.109,s1,ALDH1A2
PAH,DBP,(0.0039,s3,ALDH1A2
Nitro-PAH,6-Nitrochrysene,(50,s2,ALDH1A2
Nitro-PAH,6-Nitrochrysene,(50,s2,ALDH1A2
Drug Therapy,Cisplatin,(12.5,s1,ALDH1A2
Radiation,SSR,(1.25,s5,ALDH1A2
PAH,5-Methylchrysene,(1.6,s3,ALDH1A2
ROS/NOS,Peroxynitrite,(30,s2,ALDH1A2
Other,Sudan,I,s1,ALDH1A2
Other,"1,4-Benzoquinone",(5,s1,ALDH1A2
Other,AAII,(37.5,s6,ALDH1A2
PAH,BaP,(0.39,s2,LIPC
PAH,BPDE,(0.125,s3,LIPC
Aromatic Amine,4-ABP,(40,s2,LIPC
PAH,DBADE,(0.109,s5,LIPC
PAH,DBADE,(0.109,s1,LIPC
Radiation,SSR,(1.25,s6,LIPC
ROS/NOS,H2O2,(24.5,s2,LIPC
Radiation,SSR,(1.25,s5,LIPC
Radiation,SSR,(1.25,s4,LIPC
PAH,DBADE,(0.0313,s2,LIPC
PAH,BPDE,(0.125,s3,LIPC
Nitro-PAH,6-Nitrochrysene,(0.78,s5,ADAM10
Aromatic Amine,MOCA,(5,s1,ADAM10
PAH,DBPDE,(0.000625,s1,ADAM10
PAH,DBAC,(5,s1,ADAM10
Alkylating Agent,DES,(0.938,s2,ADAM10
Other,Sudan,I,s2,ADAM10
Radiation,SSR,(1.25,s4,ADAM10
Drug Therapy,Melphalan,(1.5,s2,ADAM10
Radiation,SSR,(1.25,s4,ADAM10
Other,MX,(7,s1,FAM63B
Aromatic Amine,Benzidine,(900,s1,FAM63B
Drug Therapy,Carboplatin,(5,s2,FAM63B
PAH,DBADE,(0.0313,s3,FAM63B
PAH,BaP,(2,s3,FAM63B
Radiation,SSR,(1.25,s4,FAM63B
Alkylating Agent,DES,(0.938,s2,SLTM
Nitro-PAH,6-Nitrochrysene,(0.78,s5,RNF111
PAH,DBPDE,(0.000625,s1,RNF111
Nitro-PAH,6-Nitrochrysene,(50,s1,RNF111
Alkylating Agent,DES,(0.938,s3,RNF111
Metal,Cadmium,chloride,s2,RNF111
Drug Therapy,Semustine,(150,s3,RNF111
Alkylating Agent,DMH,(11.6,s3,MYO1E
Nitro-PAH,"1,8-DNP",(0.125,s1,MYO1E
Control,H2O,Control,s2,MYO1E
Control,Media,Control,s3,MYO1E
Alkylating Agent,DES,(0.938,s2,MYO1E
Nitro-PAH,3-NBA,(0.1,s4,MYO1E
Aromatic Amine,MOCA,(5,s1,MYO1E
Drug Therapy,Temozolomide,(200,s1,MYO1E
PAH,DBPDE,(0.000156,s2,MYO1E
Nitro-PAH,"1,8-DNP",(8,s3,FAM81A
PAH,DBADE,(0.109,s6,FAM81A
PAH,5-Methylchrysene,(1.6,s3,FAM81A
PAH,DBADE,(0.0313,s3,FAM81A
Drug Therapy,Melphalan,(1.5,s2,FAM81A
Drug Therapy,Bleomycin,(0.188,s1,FAM81A
Nitro-PAH,3-NBA,(0.1,s4,FAM81A
Aldehydes,Formaldehyde,(85.5,s1,FAM81A
PAH,BaP,(0.39,s3,FAM81A
Control,H2O,Control,s1,FAM81A
PAH,DBADE,(0.109,s1,FAM81A
PAH,5-Methylchrysene,(1.6,s2,RNA5SP396
Drug Therapy,Cisplatin,(3.125,s6,GCNT3
Alkylating Agent,DMH,(11.6,s3,BNIP2
Alkylating Agent,DMH,(11.6,s1,FOXB1
Nitro-PAH,"1,8-DNP",(8,s1,RP11-82L7.4
Other,Furan,(100,s2,RP11-82L7.4
PAH,DBADE,(0.0313,s3,ANXA2
ROS/NOS,Potassium,bromate,s4,ANXA2
Radiation,SSR,(1.25,s4,NARG2
Nitro-PAH,3-NBA,(0.1,s3,NARG2
Alkylating Agent,DMH,(11.6,s3,NARG2
Alkylating Agent,DES,(0.938,s3,RORA
Radiation,SSR,(1.25,s5,RORA
PAH,DBADE,(0.109,s1,RORA
Other,AAI,(1.25,s2,RORA
Nitro-PAH,3-NBA,(0.025,s3,RORA
Nitro-PAH,3-NBA,(0.025,s3,RORA
Radiation,SSR,(1.25,s4,RORA
Drug Therapy,Semustine,(150,s1,RORA
Aldehydes,Formaldehyde,(120,s2,RORA
PAH,5-Methylchrysene,(1.6,s3,RORA
ROS/NOS,H2O2,(24.5,s1,RORA
Nitro-PAH,"1,8-DNP",(0.125,s2,RORA
PAH,BaP,(2,s3,RORA
PAH,BaP,(2,s2,RORA
